t,x,y
55.850000,0.222952,-0.591283
55.860000,0.217047,-0.589742
55.870000,0.211158,-0.588163
55.880000,0.205284,-0.586548
55.890000,0.199427,-0.584896
55.900000,0.193586,-0.583208
55.910000,0.187763,-0.581485
55.920000,0.181957,-0.579727
55.930000,0.176168,-0.577936
55.940000,0.170398,-0.576111
55.950000,0.164646,-0.574254
55.960000,0.158913,-0.572365
55.970000,0.153199,-0.570445
55.980000,0.147504,-0.568495
55.990000,0.141829,-0.566514
56.000000,0.136174,-0.564505
56.010000,0.130539,-0.562468
56.020000,0.124925,-0.560402
56.030000,0.119331,-0.558310
56.040000,0.113759,-0.556192
56.050000,0.108208,-0.554049
56.060000,0.102678,-0.551880
56.070000,0.097170,-0.549688
56.080000,0.091684,-0.547473
56.090000,0.086221,-0.545236
56.100000,0.080780,-0.542976
56.110000,0.075361,-0.540696
56.120000,0.069966,-0.538396
56.130000,0.064593,-0.536077
56.140000,0.059244,-0.533739
56.150000,0.053919,-0.531384
56.160000,0.048617,-0.529012
56.170000,0.043338,-0.526624
56.180000,0.038084,-0.524220
56.190000,0.032854,-0.521803
56.200000,0.027648,-0.519372
56.210000,0.022467,-0.516928
56.220000,0.017310,-0.514472
56.230000,0.012177,-0.512005
56.240000,0.007070,-0.509528
56.250000,0.001987,-0.507042
56.260000,-0.003071,-0.504548
56.270000,-0.008104,-0.502046
56.280000,-0.013112,-0.499537
56.290000,-0.018095,-0.497023
56.300000,-0.023053,-0.494503
56.310000,-0.027985,-0.491980
56.320000,-0.032892,-0.489454
56.330000,-0.037774,-0.486925
56.340000,-0.042631,-0.484395
56.350000,-0.047462,-0.481865
56.360000,-0.052268,-0.479336
56.370000,-0.057049,-0.476808
56.380000,-0.061804,-0.474282
56.390000,-0.066534,-0.471759
56.400000,-0.071239,-0.469241
56.410000,-0.075919,-0.466728
56.420000,-0.080574,-0.464221
56.430000,-0.085204,-0.461721
56.440000,-0.089808,-0.459229
56.450000,-0.094388,-0.456746
56.460000,-0.098943,-0.454273
56.470000,-0.103474,-0.451811
56.480000,-0.107980,-0.449360
56.490000,-0.112461,-0.446922
56.500000,-0.116918,-0.444498
56.510000,-0.121351,-0.442088
56.520000,-0.125760,-0.439694
56.530000,-0.130145,-0.437316
56.540000,-0.134506,-0.434956
56.550000,-0.138844,-0.432614
56.560000,-0.143159,-0.430291
56.570000,-0.147450,-0.427988
56.580000,-0.151718,-0.425707
56.590000,-0.155964,-0.423448
56.600000,-0.160187,-0.421212
56.610000,-0.164388,-0.418999
56.620000,-0.168567,-0.416812
56.630000,-0.172725,-0.414651
56.640000,-0.176861,-0.412516
56.650000,-0.180975,-0.410409
56.660000,-0.185069,-0.408330
56.670000,-0.189142,-0.406281
56.680000,-0.193195,-0.404262
56.690000,-0.197227,-0.402275
56.700000,-0.201240,-0.400320
56.710000,-0.205234,-0.398397
56.720000,-0.209208,-0.396509
56.730000,-0.213164,-0.394655
56.740000,-0.217101,-0.392837
56.750000,-0.221021,-0.391056
56.760000,-0.224923,-0.389312
56.770000,-0.228807,-0.387606
56.780000,-0.232675,-0.385939
56.790000,-0.236526,-0.384312
56.800000,-0.240361,-0.382725
56.810000,-0.244181,-0.381180
56.820000,-0.247985,-0.379677
56.830000,-0.251775,-0.378217
56.840000,-0.255550,-0.376801
56.850000,-0.259311,-0.375429
56.860000,-0.263058,-0.374103
56.870000,-0.266793,-0.372822
56.880000,-0.270515,-0.371588
56.890000,-0.274225,-0.370401
56.900000,-0.277923,-0.369263
56.910000,-0.281610,-0.368173
56.920000,-0.285287,-0.367132
56.930000,-0.288953,-0.366141
56.940000,-0.292610,-0.365201
56.950000,-0.296257,-0.364312
56.960000,-0.299896,-0.363475
56.970000,-0.303527,-0.362690
56.980000,-0.307150,-0.361959
56.990000,-0.310766,-0.361280
57.000000,-0.314376,-0.360656
57.010000,-0.317980,-0.360085
57.020000,-0.321578,-0.359570
57.030000,-0.325171,-0.359110
57.040000,-0.328760,-0.358706
57.050000,-0.332345,-0.358359
57.060000,-0.335928,-0.358068
57.070000,-0.339507,-0.357833
57.080000,-0.343084,-0.357656
57.090000,-0.346660,-0.357537
57.100000,-0.350235,-0.357476
57.110000,-0.353810,-0.357473
57.120000,-0.357385,-0.357529
57.130000,-0.360961,-0.357643
57.140000,-0.364538,-0.357817
57.150000,-0.368117,-0.358049
57.160000,-0.371699,-0.358341
57.170000,-0.375284,-0.358692
57.180000,-0.378873,-0.359103
57.190000,-0.382467,-0.359573
57.200000,-0.386065,-0.360104
57.210000,-0.389669,-0.360694
57.220000,-0.393279,-0.361343
57.230000,-0.396896,-0.362053
57.240000,-0.400520,-0.362822
57.250000,-0.404153,-0.363651
57.260000,-0.407793,-0.364539
57.270000,-0.411444,-0.365487
57.280000,-0.415103,-0.366494
57.290000,-0.418774,-0.367560
57.300000,-0.422455,-0.368685
57.310000,-0.426148,-0.369868
57.320000,-0.429852,-0.371110
57.330000,-0.433570,-0.372409
57.340000,-0.437301,-0.373766
57.350000,-0.441045,-0.375181
57.360000,-0.444805,-0.376652
57.370000,-0.448579,-0.378180
57.380000,-0.452368,-0.379763
57.390000,-0.456174,-0.381402
57.400000,-0.459997,-0.383096
57.410000,-0.463836,-0.384844
57.420000,-0.467694,-0.386646
57.430000,-0.471569,-0.388501
57.440000,-0.475464,-0.390408
57.450000,-0.479378,-0.392367
57.460000,-0.483311,-0.394377
57.470000,-0.487265,-0.396438
57.480000,-0.491240,-0.398547
57.490000,-0.495236,-0.400705
57.500000,-0.499255,-0.402911
57.510000,-0.503295,-0.405164
57.520000,-0.507358,-0.407462
57.530000,-0.511444,-0.409805
57.540000,-0.515554,-0.412192
57.550000,-0.519688,-0.414621
57.560000,-0.523847,-0.417093
57.570000,-0.528030,-0.419604
57.580000,-0.532239,-0.422155
57.590000,-0.536473,-0.424744
57.600000,-0.540734,-0.427371
57.610000,-0.545021,-0.430032
57.620000,-0.549335,-0.432728
57.630000,-0.553676,-0.435457
57.640000,-0.558044,-0.438217
57.650000,-0.562440,-0.441007
57.660000,-0.566864,-0.443826
57.670000,-0.571317,-0.446673
57.680000,-0.575798,-0.449544
57.690000,-0.580308,-0.452440
57.700000,-0.584847,-0.455358
57.710000,-0.589415,-0.458296
57.720000,-0.594013,-0.461254
57.730000,-0.598640,-0.464229
57.740000,-0.603297,-0.467219
57.750000,-0.607984,-0.470223
57.760000,-0.612702,-0.473239
57.770000,-0.617449,-0.476264
57.780000,-0.622227,-0.479298
57.790000,-0.627035,-0.482337
57.800000,-0.631874,-0.485381
57.810000,-0.636743,-0.488426
57.820000,-0.641642,-0.491471
57.830000,-0.646572,-0.494514
57.840000,-0.651533,-0.497552
57.850000,-0.656523,-0.500584
57.860000,-0.661544,-0.503607
57.870000,-0.666595,-0.506619
57.880000,-0.671677,-0.509617
57.890000,-0.676788,-0.512599
57.900000,-0.681929,-0.515563
57.910000,-0.687099,-0.518506
57.920000,-0.692299,-0.521427
57.930000,-0.697527,-0.524321
57.940000,-0.702785,-0.527188
57.950000,-0.708071,-0.530024
57.960000,-0.713385,-0.532826
57.970000,-0.718727,-0.535593
57.980000,-0.724097,-0.538321
57.990000,-0.729494,-0.541008
58.000000,-0.734917,-0.543651
58.010000,-0.740367,-0.546247
58.020000,-0.745842,-0.548794
58.030000,-0.751342,-0.551289
58.040000,-0.756867,-0.553728
58.050000,-0.762417,-0.556109
58.060000,-0.767989,-0.558430
58.070000,-0.773585,-0.560686
58.080000,-0.779203,-0.562876
58.090000,-0.784842,-0.564997
58.100000,-0.790503,-0.567045
58.110000,-0.796183,-0.569017
58.120000,-0.801883,-0.570910
58.130000,-0.807601,-0.572722
58.140000,-0.813337,-0.574449
58.150000,-0.819090,-0.576089
58.160000,-0.824858,-0.577637
58.170000,-0.830642,-0.579092
58.180000,-0.836440,-0.580450
58.190000,-0.842251,-0.581707
58.200000,-0.848074,-0.582862
58.210000,-0.853908,-0.583910
58.220000,-0.859751,-0.584849
58.230000,-0.865604,-0.585676
58.240000,-0.871465,-0.586387
58.250000,-0.877331,-0.586979
58.260000,-0.883204,-0.587450
58.270000,-0.889080,-0.587796
58.280000,-0.894959,-0.588014
58.290000,-0.900840,-0.588102
58.300000,-0.906721,-0.588055
58.310000,-0.912601,-0.587872
58.320000,-0.918478,-0.587549
58.330000,-0.924351,-0.587083
58.340000,-0.930219,-0.586471
58.350000,-0.936080,-0.585711
58.360000,-0.941933,-0.584800
58.370000,-0.947775,-0.583734
58.380000,-0.953607,-0.582512
58.390000,-0.959425,-0.581130
58.400000,-0.965229,-0.579585
58.410000,-0.971016,-0.577876
58.420000,-0.976786,-0.575999
58.430000,-0.982536,-0.573952
58.440000,-0.988264,-0.571733
58.450000,-0.993970,-0.569339
58.460000,-0.999650,-0.566767
58.470000,-1.005305,-0.564017
58.480000,-1.010930,-0.561085
58.490000,-1.016526,-0.557969
58.500000,-1.022089,-0.554668
58.510000,-1.027618,-0.551179
58.520000,-1.033112,-0.547501
58.530000,-1.038568,-0.543632
58.540000,-1.043984,-0.539570
58.550000,-1.049358,-0.535314
58.560000,-1.054690,-0.530863
58.570000,-1.059975,-0.526215
58.580000,-1.065213,-0.521368
58.590000,-1.070402,-0.516323
58.600000,-1.075539,-0.511077
58.610000,-1.080623,-0.505630
58.620000,-1.085651,-0.499982
58.630000,-1.090622,-0.494131
58.640000,-1.095533,-0.488078
58.650000,-1.100383,-0.481821
58.660000,-1.105169,-0.475362
58.670000,-1.109889,-0.468698
58.680000,-1.114542,-0.461832
58.690000,-1.119125,-0.454762
58.700000,-1.123636,-0.447490
58.710000,-1.128074,-0.440016
58.720000,-1.132436,-0.432340
58.730000,-1.136720,-0.424464
58.740000,-1.140925,-0.416388
58.750000,-1.145047,-0.408113
58.760000,-1.149086,-0.399641
58.770000,-1.153040,-0.390974
58.780000,-1.156905,-0.382112
58.790000,-1.160681,-0.373057
58.800000,-1.164366,-0.363812
58.810000,-1.167957,-0.354379
58.820000,-1.171453,-0.344760
58.830000,-1.174851,-0.334956
58.840000,-1.178151,-0.324972
58.850000,-1.181350,-0.314808
58.860000,-1.184447,-0.304470
58.870000,-1.187439,-0.293958
58.880000,-1.190325,-0.283277
58.890000,-1.193104,-0.272430
58.900000,-1.195773,-0.261420
58.910000,-1.198332,-0.250251
58.920000,-1.200778,-0.238927
58.930000,-1.203110,-0.227451
58.940000,-1.205326,-0.215828
58.950000,-1.207426,-0.204062
58.960000,-1.209407,-0.192158
58.970000,-1.211269,-0.180118
58.980000,-1.213009,-0.167950
58.990000,-1.214627,-0.155656
59.000000,-1.216122,-0.143241
59.010000,-1.217492,-0.130712
59.020000,-1.218736,-0.118072
59.030000,-1.219853,-0.105327
59.040000,-1.220842,-0.092483
59.050000,-1.221702,-0.079543
59.060000,-1.222432,-0.066515
59.070000,-1.223032,-0.053403
59.080000,-1.223500,-0.040213
59.090000,-1.223836,-0.026951
59.100000,-1.224039,-0.013621
59.110000,-1.224108,-0.000231
59.120000,-1.224044,0.013214
59.130000,-1.223844,0.026708
59.140000,-1.223509,0.040246
59.150000,-1.223039,0.053821
59.160000,-1.222433,0.067428
59.170000,-1.221690,0.081060
59.180000,-1.220811,0.094712
59.190000,-1.219796,0.108377
59.200000,-1.218644,0.122050
59.210000,-1.217355,0.135724
59.220000,-1.215929,0.149394
59.230000,-1.214367,0.163054
59.240000,-1.212668,0.176697
59.250000,-1.210833,0.190318
59.260000,-1.208862,0.203912
59.270000,-1.206755,0.217471
59.280000,-1.204513,0.230992
59.290000,-1.202135,0.244467
59.300000,-1.199624,0.257891
59.310000,-1.196978,0.271259
59.320000,-1.194199,0.284566
59.330000,-1.191287,0.297806
59.340000,-1.188243,0.310973
59.350000,-1.185068,0.324063
59.360000,-1.181762,0.337070
59.370000,-1.178326,0.349989
59.380000,-1.174762,0.362817
59.390000,-1.171070,0.375547
59.400000,-1.167252,0.388175
59.410000,-1.163307,0.400697
59.420000,-1.159238,0.413108
59.430000,-1.155046,0.425404
59.440000,-1.150730,0.437581
59.450000,-1.146294,0.449635
59.460000,-1.141738,0.461562
59.470000,-1.137064,0.473358
59.480000,-1.132272,0.485020
59.490000,-1.127364,0.496544
59.500000,-1.122341,0.507927
59.510000,-1.117206,0.519165
59.520000,-1.111958,0.530257
59.530000,-1.106601,0.541198
59.540000,-1.101135,0.551986
59.550000,-1.095562,0.562619
59.560000,-1.089883,0.573094
59.570000,-1.084100,0.583409
59.580000,-1.078215,0.593562
59.590000,-1.072230,0.603551
59.600000,-1.066145,0.613374
59.610000,-1.059963,0.623028
59.620000,-1.053685,0.632514
59.630000,-1.047313,0.641829
59.640000,-1.040849,0.650972
59.650000,-1.034294,0.659942
59.660000,-1.027651,0.668739
59.670000,-1.020920,0.677360
59.680000,-1.014104,0.685806
59.690000,-1.007204,0.694076
59.700000,-1.000223,0.702169
59.710000,-0.993162,0.710086
59.720000,-0.986022,0.717825
59.730000,-0.978806,0.725388
59.740000,-0.971515,0.732773
59.750000,-0.964151,0.739982
59.760000,-0.956716,0.747014
59.770000,-0.949211,0.753871
59.780000,-0.941639,0.760551
59.790000,-0.934001,0.767057
59.800000,-0.926298,0.773388
59.810000,-0.918534,0.779546
59.820000,-0.910708,0.785531
59.830000,-0.902823,0.791345
59.840000,-0.894882,0.796988
59.850000,-0.886884,0.802462
59.860000,-0.878833,0.807768
59.870000,-0.870729,0.812907
59.880000,-0.862575,0.817881
59.890000,-0.854372,0.822691
59.900000,-0.846122,0.827338
59.910000,-0.837826,0.831825
59.920000,-0.829486,0.836153
59.930000,-0.821104,0.840323
59.940000,-0.812680,0.844338
59.950000,-0.804217,0.848199
59.960000,-0.795717,0.851907
59.970000,-0.787180,0.855466
59.980000,-0.778608,0.858877
59.990000,-0.770003,0.862142
60.000000,-0.761366,0.865262
60.010000,-0.752698,0.868241
60.020000,-0.744001,0.871079
60.030000,-0.735277,0.873780
60.040000,-0.726526,0.876345
60.050000,-0.717750,0.878776
60.060000,-0.708951,0.881076
60.070000,-0.700129,0.883247
60.080000,-0.691286,0.885291
60.090000,-0.682424,0.887209
60.100000,-0.673543,0.889006
60.110000,-0.664644,0.890682
60.120000,-0.655729,0.892239
60.130000,-0.646800,0.893681
60.140000,-0.637856,0.895009
60.150000,-0.628900,0.896226
60.160000,-0.619932,0.897333
60.170000,-0.610954,0.898333
60.180000,-0.601966,0.899229
60.190000,-0.592969,0.900022
60.200000,-0.583966,0.900714
60.210000,-0.574955,0.901309
60.220000,-0.565940,0.901807
60.230000,-0.556920,0.902211
60.240000,-0.547896,0.902524
60.250000,-0.538869,0.902747
60.260000,-0.529841,0.902882
60.270000,-0.520812,0.902932
60.280000,-0.511783,0.902899
60.290000,-0.502754,0.902784
60.300000,-0.493727,0.902591
60.310000,-0.484703,0.902320
60.320000,-0.475681,0.901974
60.330000,-0.466664,0.901554
60.340000,-0.457650,0.901063
60.350000,-0.448643,0.900503
60.360000,-0.439641,0.899876
60.370000,-0.430645,0.899183
60.380000,-0.421657,0.898426
60.390000,-0.412677,0.897607
60.400000,-0.403705,0.896728
60.410000,-0.394743,0.895791
60.420000,-0.385790,0.894797
60.430000,-0.376847,0.893748
60.440000,-0.367915,0.892647
60.450000,-0.358994,0.891493
60.460000,-0.350085,0.890290
60.470000,-0.341188,0.889039
60.480000,-0.332304,0.887741
60.490000,-0.323434,0.886398
60.500000,-0.314577,0.885012
60.510000,-0.305734,0.883584
60.520000,-0.296905,0.882115
60.530000,-0.288091,0.880607
60.540000,-0.279293,0.879062
60.550000,-0.270510,0.877480
60.560000,-0.261744,0.875864
60.570000,-0.252993,0.874215
60.580000,-0.244259,0.872533
60.590000,-0.235543,0.870821
60.600000,-0.226843,0.869079
60.610000,-0.218161,0.867310
60.620000,-0.209497,0.865513
60.630000,-0.200851,0.863691
60.640000,-0.192223,0.861844
60.650000,-0.183614,0.859974
60.660000,-0.175024,0.858082
60.670000,-0.166453,0.856169
60.680000,-0.157901,0.854237
60.690000,-0.149368,0.852285
60.700000,-0.140855,0.850316
60.710000,-0.132362,0.848330
60.720000,-0.123888,0.846329
60.730000,-0.115435,0.844313
60.740000,-0.107002,0.842283
60.750000,-0.098589,0.840241
60.760000,-0.090197,0.838188
60.770000,-0.081826,0.836123
60.780000,-0.073475,0.834049
60.790000,-0.065145,0.831966
60.800000,-0.056836,0.829875
60.810000,-0.048547,0.827777
60.820000,-0.040280,0.825672
60.830000,-0.032034,0.823562
60.840000,-0.023809,0.821448
60.850000,-0.015605,0.819329
60.860000,-0.007422,0.817208
60.870000,0.000739,0.815084
60.880000,0.008879,0.812959
60.890000,0.016998,0.810833
60.900000,0.025096,0.808707
60.910000,0.033173,0.806581
60.920000,0.041228,0.804457
60.930000,0.049262,0.802335
60.940000,0.057274,0.800216
60.950000,0.065266,0.798099
60.960000,0.073236,0.795987
60.970000,0.081186,0.793879
60.980000,0.089114,0.791777
60.990000,0.097021,0.789680
61.000000,0.104908,0.787589
61.010000,0.112773,0.785505
61.020000,0.120618,0.783429
61.030000,0.128442,0.781360
61.040000,0.136245,0.779300
61.050000,0.144028,0.777249
61.060000,0.151790,0.775208
61.070000,0.159532,0.773176
61.080000,0.167254,0.771155
61.090000,0.174955,0.769144
61.100000,0.182636,0.767145
61.110000,0.190298,0.765157
61.120000,0.197940,0.763182
61.130000,0.205562,0.761219
61.140000,0.213164,0.759269
61.150000,0.220747,0.757332
61.160000,0.228311,0.755409
61.170000,0.235855,0.753499
61.180000,0.243381,0.751604
61.190000,0.250887,0.749724
61.200000,0.258375,0.747858
61.210000,0.265845,0.746007
61.220000,0.273296,0.744172
61.230000,0.280728,0.742352
61.240000,0.288143,0.740548
61.250000,0.295539,0.738761
61.260000,0.302918,0.736989
61.270000,0.310279,0.735234
61.280000,0.317623,0.733495
61.290000,0.324949,0.731774
61.300000,0.332258,0.730069
61.310000,0.339550,0.728381
61.320000,0.346826,0.726710
61.330000,0.354085,0.725056
61.340000,0.361327,0.723420
61.350000,0.368553,0.721801
61.360000,0.375763,0.720199
61.370000,0.382957,0.718614
61.380000,0.390135,0.717047
61.390000,0.397298,0.715497
61.400000,0.404445,0.713964
61.410000,0.411577,0.712449
61.420000,0.418694,0.710950
61.430000,0.425797,0.709468
61.440000,0.432884,0.708003
61.450000,0.439957,0.706555
61.460000,0.447015,0.705123
61.470000,0.454059,0.703707
61.480000,0.461089,0.702307
61.490000,0.468105,0.700923
61.500000,0.475108,0.699555
61.510000,0.482097,0.698202
61.520000,0.489072,0.696863
61.530000,0.496034,0.695539
61.540000,0.502983,0.694230
61.550000,0.509918,0.692934
61.560000,0.516841,0.691651
61.570000,0.523752,0.690382
61.580000,0.530649,0.689124
61.590000,0.537534,0.687879
61.600000,0.544407,0.686646
61.610000,0.551267,0.685423
61.620000,0.558115,0.684210
61.630000,0.564951,0.683008
61.640000,0.571775,0.681814
61.650000,0.578588,0.680629
61.660000,0.585388,0.679451
61.670000,0.592177,0.678281
61.680000,0.598954,0.677117
61.690000,0.605719,0.675959
61.700000,0.612473,0.674805
61.710000,0.619215,0.673655
61.720000,0.625946,0.672509
61.730000,0.632665,0.671365
61.740000,0.639373,0.670222
61.750000,0.646070,0.669079
61.760000,0.652755,0.667936
61.770000,0.659428,0.666791
61.780000,0.666091,0.665644
61.790000,0.672741,0.664493
61.800000,0.679380,0.663337
61.810000,0.686008,0.662176
61.820000,0.692624,0.661007
61.830000,0.699228,0.659831
61.840000,0.705820,0.658645
61.850000,0.712401,0.657448
61.860000,0.718969,0.656240
61.870000,0.725526,0.655019
61.880000,0.732070,0.653783
61.890000,0.738601,0.652531
61.900000,0.745120,0.651263
61.910000,0.751627,0.649976
61.920000,0.758120,0.648669
61.930000,0.764600,0.647341
61.940000,0.771066,0.645990
61.950000,0.777520,0.644614
61.960000,0.783959,0.643213
61.970000,0.790384,0.641785
61.980000,0.796794,0.640327
61.990000,0.803190,0.638840
62.000000,0.809571,0.637320
62.010000,0.815936,0.635766
62.020000,0.822286,0.634177
62.030000,0.828620,0.632551
62.040000,0.834937,0.630887
62.050000,0.841237,0.629182
62.060000,0.847521,0.627435
62.070000,0.853786,0.625643
62.080000,0.860033,0.623807
62.090000,0.866262,0.621923
62.100000,0.872472,0.619990
62.110000,0.878662,0.618006
62.120000,0.884832,0.615969
62.130000,0.890981,0.613878
62.140000,0.897109,0.611730
62.150000,0.903215,0.609524
62.160000,0.909299,0.607258
62.170000,0.915360,0.604931
62.180000,0.921398,0.602540
62.190000,0.927411,0.600083
62.200000,0.933399,0.597559
62.210000,0.939362,0.594966
62.220000,0.945298,0.592302
62.230000,0.951207,0.589565
62.240000,0.957089,0.586754
62.250000,0.962942,0.583866
62.260000,0.968766,0.580900
62.270000,0.974560,0.577855
62.280000,0.980323,0.574727
62.290000,0.986054,0.571516
62.300000,0.991753,0.568221
62.310000,0.997418,0.564838
62.320000,1.003050,0.561367
62.330000,1.008645,0.557806
62.340000,1.014205,0.554153
62.350000,1.019728,0.550406
62.360000,1.025213,0.546565
62.370000,1.030659,0.542627
62.380000,1.036065,0.538592
62.390000,1.041431,0.534457
62.400000,1.046754,0.530221
62.410000,1.052035,0.525883
62.420000,1.057271,0.521442
62.430000,1.062463,0.516896
62.440000,1.067609,0.512244
62.450000,1.072708,0.507484
62.460000,1.077758,0.502617
62.470000,1.082760,0.497640
62.480000,1.087711,0.492552
62.490000,1.092610,0.487353
62.500000,1.097457,0.482042
62.510000,1.102251,0.476618
62.520000,1.106989,0.471080
62.530000,1.111672,0.465427
62.540000,1.116298,0.459660
62.550000,1.120865,0.453776
62.560000,1.125373,0.447776
62.570000,1.129820,0.441660
62.580000,1.134206,0.435426
62.590000,1.138528,0.429075
62.600000,1.142787,0.422607
62.610000,1.146980,0.416021
62.620000,1.151107,0.409317
62.630000,1.155166,0.402496
62.640000,1.159156,0.395557
62.650000,1.163077,0.388501
62.660000,1.166926,0.381328
62.670000,1.170703,0.374039
62.680000,1.174406,0.366634
62.690000,1.178035,0.359113
62.700000,1.181588,0.351478
62.710000,1.185064,0.343729
62.720000,1.188462,0.335866
62.730000,1.191781,0.327891
62.740000,1.195020,0.319805
62.750000,1.198177,0.311609
62.760000,1.201252,0.303305
62.770000,1.204243,0.294892
62.780000,1.207149,0.286374
62.790000,1.209970,0.277751
62.800000,1.212704,0.269025
62.810000,1.215350,0.260197
62.820000,1.217907,0.251270
62.830000,1.220375,0.242244
62.840000,1.222752,0.233124
62.850000,1.225037,0.223909
62.860000,1.227230,0.214602
62.870000,1.229329,0.205206
62.880000,1.231334,0.195722
62.890000,1.233243,0.186154
62.900000,1.235056,0.176502
62.910000,1.236773,0.166771
62.920000,1.238392,0.156962
62.930000,1.239912,0.147079
62.940000,1.241333,0.137123
62.950000,1.242654,0.127097
62.960000,1.243875,0.117006
62.970000,1.244994,0.106850
62.980000,1.246011,0.096634
62.990000,1.246926,0.086360
63.000000,1.247738,0.076032
63.010000,1.248447,0.065652
63.020000,1.249051,0.055223
63.030000,1.249551,0.044750
63.040000,1.249946,0.034234
63.050000,1.250236,0.023680
63.060000,1.250420,0.013091
63.070000,1.250498,0.002470
63.080000,1.250469,-0.008180
63.090000,1.250334,-0.018855
63.100000,1.250092,-0.029551
63.110000,1.249743,-0.040266
63.120000,1.249286,-0.050996
63.130000,1.248723,-0.061737
63.140000,1.248052,-0.072486
63.150000,1.247273,-0.083239
63.160000,1.246387,-0.093993
63.170000,1.245393,-0.104745
63.180000,1.244292,-0.115491
63.190000,1.243083,-0.126228
63.200000,1.241768,-0.136951
63.210000,1.240344,-0.147659
63.220000,1.238814,-0.158347
63.230000,1.237178,-0.169012
63.240000,1.235434,-0.179650
63.250000,1.233585,-0.190259
63.260000,1.231629,-0.200836
63.270000,1.229568,-0.211376
63.280000,1.227402,-0.221877
63.290000,1.225131,-0.232336
63.300000,1.222755,-0.242749
63.310000,1.220276,-0.253114
63.320000,1.217693,-0.263428
63.330000,1.215008,-0.273687
63.340000,1.212220,-0.283889
63.350000,1.209330,-0.294031
63.360000,1.206339,-0.304111
63.370000,1.203248,-0.314125
63.380000,1.200057,-0.324071
63.390000,1.196767,-0.333947
63.400000,1.193378,-0.343750
63.410000,1.189892,-0.353478
63.420000,1.186309,-0.363128
63.430000,1.182630,-0.372699
63.440000,1.178855,-0.382187
63.450000,1.174986,-0.391592
63.460000,1.171024,-0.400910
63.470000,1.166968,-0.410141
63.480000,1.162821,-0.419283
63.490000,1.158583,-0.428332
63.500000,1.154255,-0.437289
63.510000,1.149837,-0.446152
63.520000,1.145332,-0.454918
63.530000,1.140739,-0.463587
63.540000,1.136061,-0.472157
63.550000,1.131297,-0.480627
63.560000,1.126448,-0.488996
63.570000,1.121517,-0.497263
63.580000,1.116504,-0.505428
63.590000,1.111409,-0.513488
63.600000,1.106234,-0.521443
63.610000,1.100980,-0.529293
63.620000,1.095649,-0.537038
63.630000,1.090240,-0.544675
63.640000,1.084755,-0.552206
63.650000,1.079196,-0.559629
63.660000,1.073563,-0.566944
63.670000,1.067858,-0.574152
63.680000,1.062081,-0.581252
63.690000,1.056233,-0.588243
63.700000,1.050316,-0.595126
63.710000,1.044331,-0.601902
63.720000,1.038278,-0.608569
63.730000,1.032160,-0.615129
63.740000,1.025976,-0.621582
63.750000,1.019729,-0.627927
63.760000,1.013418,-0.634166
63.770000,1.007046,-0.640299
63.780000,1.000612,-0.646326
63.790000,0.994119,-0.652248
63.800000,0.987568,-0.658066
63.810000,0.980958,-0.663781
63.820000,0.974292,-0.669392
63.830000,0.967571,-0.674902
63.840000,0.960795,-0.680310
63.850000,0.953965,-0.685618
63.860000,0.947083,-0.690827
63.870000,0.940149,-0.695938
63.880000,0.933164,-0.700951
63.890000,0.926130,-0.705868
63.900000,0.919047,-0.710690
63.910000,0.911917,-0.715419
63.920000,0.904739,-0.720054
63.930000,0.897516,-0.724598
63.940000,0.890248,-0.729052
63.950000,0.882935,-0.733417
63.960000,0.875579,-0.737694
63.970000,0.868181,-0.741885
63.980000,0.860742,-0.745991
63.990000,0.853262,-0.750013
64.000000,0.845742,-0.753953
64.010000,0.838183,-0.757812
64.020000,0.830586,-0.761592
64.030000,0.822952,-0.765294
64.040000,0.815280,-0.768919
64.050000,0.807573,-0.772470
64.060000,0.799831,-0.775946
64.070000,0.792055,-0.779351
64.080000,0.784245,-0.782684
64.090000,0.776401,-0.785949
64.100000,0.768526,-0.789146
64.110000,0.760619,-0.792277
64.120000,0.752680,-0.795342
64.130000,0.744712,-0.798345
64.140000,0.736714,-0.801286
64.150000,0.728686,-0.804166
64.160000,0.720631,-0.806988
64.170000,0.712547,-0.809752
64.180000,0.704436,-0.812461
64.190000,0.696298,-0.815115
64.200000,0.688134,-0.817716
64.210000,0.679944,-0.820265
64.220000,0.671729,-0.822764
64.230000,0.663489,-0.825214
64.240000,0.655224,-0.827617
64.250000,0.646936,-0.829974
64.260000,0.638625,-0.832286
64.270000,0.630291,-0.834554
64.280000,0.621934,-0.836781
64.290000,0.613555,-0.838967
64.300000,0.605155,-0.841114
64.310000,0.596733,-0.843222
64.320000,0.588291,-0.845294
64.330000,0.579827,-0.847330
64.340000,0.571344,-0.849332
64.350000,0.562841,-0.851300
64.360000,0.554318,-0.853236
64.370000,0.545776,-0.855142
64.380000,0.537215,-0.857018
64.390000,0.528636,-0.858865
64.400000,0.520038,-0.860684
64.410000,0.511422,-0.862477
64.420000,0.502789,-0.864245
64.430000,0.494138,-0.865988
64.440000,0.485469,-0.867708
64.450000,0.476784,-0.869406
64.460000,0.468081,-0.871081
64.470000,0.459362,-0.872737
64.480000,0.450626,-0.874372
64.490000,0.441875,-0.875989
64.500000,0.433107,-0.877588
64.510000,0.424323,-0.879170
64.520000,0.415523,-0.880735
64.530000,0.406708,-0.882285
64.540000,0.397878,-0.883821
